"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Bath","Bath","43.9346","-69.8346","United States","US","USA","Maine","","8317","1840000332"
"Doylestown","Doylestown","40.3139","-75.1280","United States","US","USA","Pennsylvania","","8315","1840001320"
"Lansdowne","Lansdowne","39.2365","-76.6659","United States","US","USA","Maryland","","8314","1840026625"
"Oradell","Oradell","40.9562","-74.0314","United States","US","USA","New Jersey","","8314","1840000914"
"Johnstown","Johnstown","43.0073","-74.3755","United States","US","USA","New York","","8314","1840000376"
"Kenilworth","Kenilworth","40.6781","-74.2890","United States","US","USA","New Jersey","","8312","1840003616"
"Pebble Creek","Pebble Creek","28.1583","-82.3411","United States","US","USA","Florida","","8311","1840028995"
"Wetumpka","Wetumpka","32.5405","-86.2053","United States","US","USA","Alabama","","8310.0","1840006013"
"Thomson","Thomson","33.4666","-82.4992","United States","US","USA","Georgia","","8309.0","1840015703"
"Denison","Denison","42.0160","-95.3528","United States","US","USA","Iowa","","8303.0","1840007008"
"Lopatcong","Lopatcong","40.7091","-75.1552","United States","US","USA","New Jersey","","8300","1840081771"
"Fairmount","Fairmount","39.7931","-105.1712","United States","US","USA","Colorado","","8298","1840038703"
"Hillsboro","Hillsboro","32.0092","-97.1151","United States","US","USA","Texas","","8296.0","1840020783"
"Canal Winchester","Canal Winchester","39.8432","-82.8121","United States","US","USA","Ohio","","8294","1840010524"
"Petoskey","Petoskey","45.3650","-84.9887","United States","US","USA","Michigan","","8287.0","1840003941"
"Old Jefferson","Old Jefferson","30.3776","-91.0060","United States","US","USA","Louisiana","","8283","1840031108"
"Absecon","Absecon","39.4228","-74.4944","United States","US","USA","New Jersey","","8283","1840003797"
"Middleport","Middleport","38.9948","-82.0643","United States","US","USA","Ohio","","8274.0","1840012749"
"Napoleon","Napoleon","41.3978","-84.1244","United States","US","USA","Ohio","","8274.0","1840008242"
"Center Line","Center Line","42.4805","-83.0274","United States","US","USA","Michigan","","8273","1840002419"
"Savoy","Savoy","40.0602","-88.2553","United States","US","USA","Illinois","","8272","1840012236"
"Innsbrook","Innsbrook","37.6552","-77.5775","United States","US","USA","Virginia","","8271","1840042829"
"Waynesburg","Waynesburg","39.8983","-80.1855","United States","US","USA","Pennsylvania","","8269.0","1840000722"
"Aransas Pass","Aransas Pass","27.8877","-97.1134","United States","US","USA","Texas","","8265","1840019708"
"Williamsburg","Williamsburg","28.4015","-81.4461","United States","US","USA","Florida","","8259","1840029100"
"Croton-on-Hudson","Croton-on-Hudson","41.2005","-73.9002","United States","US","USA","New York","","8258","1840004951"
"Tuskegee","Tuskegee","32.4395","-85.7139","United States","US","USA","Alabama","","8258.0","1840004337"
"Gulf Hills","Gulf Hills","30.4364","-88.8148","United States","US","USA","Mississippi","","8249","1840013930"
"Fort Mitchell","Fort Mitchell","39.0459","-84.5563","United States","US","USA","Kentucky","","8248","1840013170"
"Irondale","Irondale","33.4773","-84.3600","United States","US","USA","Georgia","","8244","1840029456"
"Arab","Arab","34.3309","-86.4991","United States","US","USA","Alabama","","8244.0","1840013600"
"St. Martin","St. Martin","30.4399","-88.8651","United States","US","USA","Mississippi","","8242","1840032563"
"Bloomingdale","Bloomingdale","41.0300","-74.3319","United States","US","USA","New Jersey","","8242","1840000832"
"Seffner","Seffner","27.9981","-82.2735","United States","US","USA","Florida","","8239","1840014153"
"Pismo Beach","Pismo Beach","35.1492","-120.6506","United States","US","USA","California","","8237","1840020416"
"Rockwood","Rockwood","37.4630","-77.5744","United States","US","USA","Virginia","","8235","1840041858"
"Fletcher","Fletcher","35.4316","-82.5038","United States","US","USA","North Carolina","","8233","1840016371"
"Kenton","Kenton","40.6446","-83.6099","United States","US","USA","Ohio","","8231.0","1840008320"
"Milton","Milton","47.2522","-122.3154","United States","US","USA","Washington","","8230","1840019857"
"Morehead","Morehead","38.1906","-83.4466","United States","US","USA","Kentucky","","8229.0","1840014291"
"Rolling Hills Estates","Rolling Hills Estates","33.7783","-118.3508","United States","US","USA","California","","8226","1840020494"
"Mystic Island","Mystic Island","39.5659","-74.3831","United States","US","USA","New Jersey","","8220","1840005530"
"Mount Joy","Mount Joy","40.1105","-76.5065","United States","US","USA","Pennsylvania","","8215","1840003723"
"Salem","Salem","40.0540","-111.6721","United States","US","USA","Utah","","8210","1840021395"
"Aztec","Aztec","36.8190","-107.9826","United States","US","USA","New Mexico","","8210.0","1840018993"
"Ashland","Ashland","39.8782","-75.0085","United States","US","USA","New Jersey","","8208","1840033467"
"Lake Carmel","Lake Carmel","41.4612","-73.6681","United States","US","USA","New York","","8201","1840004890"
"Clinton","Clinton","40.1468","-88.9633","United States","US","USA","Illinois","","8200.0","1840007255"
"Hyrum","Hyrum","41.6321","-111.8428","United States","US","USA","Utah","","8197","1840018699"
"Mahtomedi","Mahtomedi","45.0619","-92.9660","United States","US","USA","Minnesota","","8191","1840008913"
"Decorah","Decorah","43.3016","-91.7846","United States","US","USA","Iowa","","8184.0","1840006864"
"Bayport","Bayport","40.7460","-73.0546","United States","US","USA","New York","","8181","1840005018"
"Fruitland Park","Fruitland Park","28.8601","-81.9191","United States","US","USA","Florida","","8181","1840014055"
"Whitestown","Whitestown","39.9706","-86.3609","United States","US","USA","Indiana","","8179","1840010514"
"Laurel Hill","Laurel Hill","38.7026","-77.2422","United States","US","USA","Virginia","","8178","1840025639"
"Tillamook","Tillamook","45.4562","-123.8331","United States","US","USA","Oregon","","8176.0","1840021203"
"Country Club Estates","Country Club Estates","31.2113","-81.4622","United States","US","USA","Georgia","","8176","1840029452"
"Castle Shannon","Castle Shannon","40.3665","-80.0194","United States","US","USA","Pennsylvania","","8173","1840001215"
"Applewood","Applewood","39.7524","-105.1604","United States","US","USA","Colorado","","8173","1840028573"
"Bellevue","Bellevue","41.2743","-82.8395","United States","US","USA","Ohio","","8171.0","1840000654"
"Burton","Burton","32.4233","-80.7454","United States","US","USA","South Carolina","","8169","1840013816"
"Nolensville","Nolensville","35.9572","-86.6720","United States","US","USA","Tennessee","","8169","1840016219"
"Airway Heights","Airway Heights","47.6459","-117.5792","United States","US","USA","Washington","","8166","1840018399"
"Pingree Grove","Pingree Grove","42.0857","-88.4362","United States","US","USA","Illinois","","8165","1840011352"
"Crete","Crete","41.4399","-87.6231","United States","US","USA","Illinois","","8165","1840011484"
"Jennings Lodge","Jennings Lodge","45.3926","-122.6153","United States","US","USA","Oregon","","8164","1840017419"
"Bridge City","Bridge City","30.0297","-93.8406","United States","US","USA","Texas","","8162","1840019609"
"Sangaree","Sangaree","33.0328","-80.1253","United States","US","USA","South Carolina","","8161","1840035792"
"Alliance","Alliance","42.1025","-102.8766","United States","US","USA","Nebraska","","8158.0","1840006975"
"Chestnut Ridge","Chestnut Ridge","41.0829","-74.0551","United States","US","USA","New York","","8156","1840004992"
"Lugoff","Lugoff","34.2216","-80.6849","United States","US","USA","South Carolina","","8152","1840013597"
"Black Mountain","Black Mountain","35.6142","-82.3275","United States","US","USA","North Carolina","","8150","1840015392"
"Menominee","Menominee","45.1220","-87.6234","United States","US","USA","Michigan","","8148","1840002006"
"Trinidad","Trinidad","37.1750","-104.4908","United States","US","USA","Colorado","","8148.0","1840021545"
"Niagara","Niagara","43.1154","-78.9810","United States","US","USA","New York","","8148","1840087724"
"Brooksville","Brooksville","28.5405","-82.3903","United States","US","USA","Florida","","8147","1840014112"
"Millis","Millis","42.1693","-71.3626","United States","US","USA","Massachusetts","","8144","1840070268"
"West Haven-Sylvan","West Haven-Sylvan","45.5164","-122.7654","United States","US","USA","Oregon","","8142","1840074715"
"West Vero Corridor","West Vero Corridor","27.6378","-80.4855","United States","US","USA","Florida","","8135","1840073271"
"Roanoke","Roanoke","33.0148","-97.2268","United States","US","USA","Texas","","8135","1840020641"
"Pleasant Hills","Pleasant Hills","40.3298","-79.9596","United States","US","USA","Pennsylvania","","8132","1840001255"
"Omak","Omak","48.4228","-119.5159","United States","US","USA","Washington","","8130.0","1840019761"
"Village Green-Green Ridge","Village Green-Green Ridge","39.8638","-75.4256","United States","US","USA","Pennsylvania","","8124","1840073727"
"St. Rose","St. Rose","29.9649","-90.3088","United States","US","USA","Louisiana","","8123","1840013973"
"Dalhart","Dalhart","36.0579","-102.5123","United States","US","USA","Texas","","8121.0","1840019052"
"Island Lake","Island Lake","42.2784","-88.1999","United States","US","USA","Illinois","","8116","1840011155"
"Oak Grove","Oak Grove","39.0073","-94.1278","United States","US","USA","Missouri","","8112","1840008533"
"Monona","Monona","43.0540","-89.3334","United States","US","USA","Wisconsin","","8104","1840002920"
"North Weeki Wachee","North Weeki Wachee","28.5591","-82.5537","United States","US","USA","Florida","","8104","1840073872"
"Westphalia","Westphalia","38.8385","-76.8232","United States","US","USA","Maryland","","8102","1840024549"
"Ahuimanu","Ahuimanu","21.4379","-157.8404","United States","US","USA","Hawaii","","8085","1840029468"
"Hollymead","Hollymead","38.1266","-78.4386","United States","US","USA","Virginia","","8084","1840024700"
"Brazil","Brazil","39.5232","-87.1243","United States","US","USA","Indiana","","8078","1840005744"
"Oak Brook","Oak Brook","41.8372","-87.9512","United States","US","USA","Illinois","","8077","1840011408"
"Montrose","Montrose","37.5200","-77.3772","United States","US","USA","Virginia","","8074","1840006389"
"Gilberts","Gilberts","42.1096","-88.3716","United States","US","USA","Illinois","","8073","1840011348"
"Fair Lakes","Fair Lakes","38.8530","-77.3885","United States","US","USA","Virginia","","8066","1840041732"
"Felida","Felida","45.7138","-122.7103","United States","US","USA","Washington","","8065","1840037495"
"Vinton","Vinton","37.2746","-79.8888","United States","US","USA","Virginia","","8065","1840003856"
"Waller","Waller","47.2035","-122.3699","United States","US","USA","Washington","","8064","1840037889"
"Chardon","Chardon","41.5803","-81.2081","United States","US","USA","Ohio","","8063.0","1840010219"
"Cumberland Hill","Cumberland Hill","41.9736","-71.4605","United States","US","USA","Rhode Island","","8062","1840003291"
"Cedar Hills","Cedar Hills","45.5047","-122.8052","United States","US","USA","Oregon","","8054","1840034716"
"Richland Hills","Richland Hills","32.8095","-97.2273","United States","US","USA","Texas","","8052","1840020700"
"Hillside","Hillside","41.8674","-87.9019","United States","US","USA","Illinois","","8043","1840011261"
"Sound Beach","Sound Beach","40.9578","-72.9726","United States","US","USA","New York","","8040","1840005099"
"Brookhaven","Brookhaven","39.8715","-75.3918","United States","US","USA","Pennsylvania","","8039","1840000689"
"Fort Dix","Fort Dix","40.0059","-74.6089","United States","US","USA","New Jersey","","8032","1840005516"
"Firebaugh","Firebaugh","36.8534","-120.4537","United States","US","USA","California","","8031.0","1840020317"
"Willits","Willits","39.4047","-123.3494","United States","US","USA","California","","8031.0","1840021421"
"Long Grove","Long Grove","42.1968","-88.0057","United States","US","USA","Illinois","","8026","1840011164"
"Fishersville","Fishersville","38.1004","-78.9686","United States","US","USA","Virginia","","8022","1840006240"
"Briarcliff Manor","Briarcliff Manor","41.1400","-73.8440","United States","US","USA","New York","","8021","1840004948"
"Crestwood Village","Crestwood Village","39.9568","-74.3524","United States","US","USA","New Jersey","","8020","1840005527"
"Jefferson","Jefferson","43.0044","-88.8084","United States","US","USA","Wisconsin","","8015","1840003001"
"Ayer","Ayer","42.5628","-71.5718","United States","US","USA","Massachusetts","","8014","1840053473"
"Raritan","Raritan","40.5732","-74.6431","United States","US","USA","New Jersey","","8011","1840001054"
"Long Branch","Long Branch","38.8302","-77.2713","United States","US","USA","Virginia","","8010","1840041774"
"Fort Belvoir","Fort Belvoir","38.7119","-77.1459","United States","US","USA","Virginia","","8009","1840073578"
"Hastings-on-Hudson","Hastings-on-Hudson","40.9902","-73.8801","United States","US","USA","New York","","8008","1840004932"
"Ripon","Ripon","43.8436","-88.8386","United States","US","USA","Wisconsin","","8008.0","1840002609"
"Brentwood","Brentwood","38.6194","-90.3476","United States","US","USA","Missouri","","7998","1840006128"
"Hamilton","Hamilton","42.6267","-70.8580","United States","US","USA","Massachusetts","","7991","1840070395"
"Templeton","Templeton","35.5560","-120.7182","United States","US","USA","California","","7989","1840019127"
"Logan","Logan","39.5386","-82.4063","United States","US","USA","Ohio","","7985.0","1840009566"
"Orting","Orting","47.0966","-122.2111","United States","US","USA","Washington","","7983","1840019858"
"La Junta","La Junta","37.9796","-103.5473","United States","US","USA","Colorado","","7983.0","1840020270"
"Odessa","Odessa","28.1820","-82.5530","United States","US","USA","Florida","","7983","1840014121"
"Abingdon","Abingdon","36.7089","-81.9713","United States","US","USA","Virginia","","7981","1840006529"
"Shorewood","Shorewood","44.9131","-93.5796","United States","US","USA","Minnesota","","7978","1840008925"
"Robinwood","Robinwood","39.6266","-77.6630","United States","US","USA","Maryland","","7976","1840031480"
"West Long Branch","West Long Branch","40.2883","-74.0185","United States","US","USA","New Jersey","","7972","1840001370"
"Green Cove Springs","Green Cove Springs","29.9904","-81.6807","United States","US","USA","Florida","","7966","1840013999"
"Albion","Albion","43.2460","-78.1902","United States","US","USA","New York","","7963.0","1840004265"
"Dry Run","Dry Run","39.1047","-84.3307","United States","US","USA","Ohio","","7961","1840034384"
"Princeton","Princeton","41.3809","-89.4648","United States","US","USA","Illinois","","7961.0","1840009276"
"Lake Dallas","Lake Dallas","33.1277","-97.0234","United States","US","USA","Texas","","7958","1840020646"
"Oberlin","Oberlin","41.2857","-82.2197","United States","US","USA","Ohio","","7958.0","1840008209"
"Southwest Ranches","Southwest Ranches","26.0477","-80.3752","United States","US","USA","Florida","","7958","1840018328"
"Salem","Salem","38.6278","-88.9579","United States","US","USA","Illinois","","7954.0","1840009789"
"Latrobe","Latrobe","40.3125","-79.3826","United States","US","USA","Pennsylvania","","7949","1840001142"
"Flushing","Flushing","43.0637","-83.8403","United States","US","USA","Michigan","","7949","1840002950"
"Blair","Blair","41.5417","-96.1361","United States","US","USA","Nebraska","","7943.0","1840007094"
"Camp Hill","Camp Hill","40.2422","-76.9274","United States","US","USA","Pennsylvania","","7939","1840001385"
"Old Forge","Old Forge","41.3705","-75.7409","United States","US","USA","Pennsylvania","","7937","1840003387"
"Rathdrum","Rathdrum","47.7995","-116.8908","United States","US","USA","Idaho","","7932.0","1840019812"
"Jersey Village","Jersey Village","29.8903","-95.5721","United States","US","USA","Texas","","7929","1840019620"
"South Boston","South Boston","36.7132","-78.9135","United States","US","USA","Virginia","","7929.0","1840037461"
"Downingtown","Downingtown","40.0076","-75.7019","United States","US","USA","Pennsylvania","","7928","1840001425"
"Sheboygan Falls","Sheboygan Falls","43.7290","-87.8266","United States","US","USA","Wisconsin","","7928","1840002629"
"Pahokee","Pahokee","26.8202","-80.6622","United States","US","USA","Florida","","7925.0","1840015124"
"Cherry Valley","Cherry Valley","33.9797","-116.9694","United States","US","USA","California","","7924","1840017983"
"Manhasset","Manhasset","40.7884","-73.6943","United States","US","USA","New York","","7922","1840005273"
"Medina","Medina","43.2197","-78.3888","United States","US","USA","New York","","7922.0","1840004264"
"Columbiana","Columbiana","40.8871","-80.6749","United States","US","USA","Ohio","","7920.0","1840007175"
"Middletown","Middletown","38.2410","-85.5215","United States","US","USA","Kentucky","","7914","1840014295"
"Bel Aire","Bel Aire","37.7749","-97.2457","United States","US","USA","Kansas","","7914","1840045965"
"Venice Gardens","Venice Gardens","27.0694","-82.4054","United States","US","USA","Florida","","7904","1840014182"
"Maryville","Maryville","38.7261","-89.9645","United States","US","USA","Illinois","","7900","1840012801"
"Carnegie","Carnegie","40.4080","-80.0861","United States","US","USA","Pennsylvania","","7898","1840001214"
"Port Jefferson","Port Jefferson","40.9465","-73.0579","United States","US","USA","New York","","7898","1840005131"
"Eaton","Eaton","39.7506","-84.6342","United States","US","USA","Ohio","","7896.0","1840001519"
"Mecca","Mecca","33.5767","-116.0645","United States","US","USA","California","","7893","1840019285"
"West Boylston","West Boylston","42.3690","-71.7846","United States","US","USA","Massachusetts","","7892","1840053612"
"North Springfield","North Springfield","38.8024","-77.2028","United States","US","USA","Virginia","","7891","1840006022"
"Campbell","Campbell","41.0777","-80.5903","United States","US","USA","Ohio","","7890","1840000926"
"Grand Blanc","Grand Blanc","42.9258","-83.6181","United States","US","USA","Michigan","","7889","1840002951"
"Mascoutah","Mascoutah","38.5191","-89.8045","United States","US","USA","Illinois","","7886.0","1840008631"
"Baldwinsville","Baldwinsville","43.1570","-76.3319","United States","US","USA","New York","","7885","1840004330"
"South Cleveland","South Cleveland","35.1097","-84.9097","United States","US","USA","Tennessee","","7882","1840036101"
"Summit","Summit","47.1694","-122.3628","United States","US","USA","Washington","","7876","1840018456"
"Crookston","Crookston","47.7747","-96.6062","United States","US","USA","Minnesota","","7865.0","1840006604"
"Carl Junction","Carl Junction","37.1669","-94.5468","United States","US","USA","Missouri","","7864","1840007627"
"Prien","Prien","30.1595","-93.2608","United States","US","USA","Louisiana","","7864","1840013963"
"Cheraw","Cheraw","34.6954","-79.9083","United States","US","USA","South Carolina","","7864.0","1840016582"
"Blandon","Blandon","40.4446","-75.8799","United States","US","USA","Pennsylvania","","7863","1840026444"
"Selah","Selah","46.6482","-120.5389","United States","US","USA","Washington","","7859","1840021149"
"Terrace Heights","Terrace Heights","46.6024","-120.4482","United States","US","USA","Washington","","7849","1840018465"
"Woodlake","Woodlake","36.4124","-119.0999","United States","US","USA","California","","7844.0","1840021640"
"Olivette","Olivette","38.6725","-90.3784","United States","US","USA","Missouri","","7832","1840009743"
"Batesville","Batesville","39.2974","-85.2139","United States","US","USA","Indiana","","7831.0","1840007379"
"Los Fresnos","Los Fresnos","26.0750","-97.4877","United States","US","USA","Texas","","7830","1840021037"
"Covington","Covington","37.7785","-79.9868","United States","US","USA","Virginia","","7822.0","1840001688"
"Sallisaw","Sallisaw","35.4605","-94.8070","United States","US","USA","Oklahoma","","7818.0","1840021749"
"Southwood Acres","Southwood Acres","41.9610","-72.5719","United States","US","USA","Connecticut","","7816","1840028602"
"Dock Junction","Dock Junction","31.2031","-81.5156","United States","US","USA","Georgia","","7815","1840029453"
"Bernardsville","Bernardsville","40.7268","-74.5918","United States","US","USA","New Jersey","","7815","1840001052"
"Duvall","Duvall","47.7354","-121.9725","United States","US","USA","Washington","","7813","1840018427"
"Colonie","Colonie","42.7199","-73.8333","United States","US","USA","New York","","7809","1840004495"
"Fort Riley","Fort Riley","39.1111","-96.8138","United States","US","USA","Kansas","","7808","1840073757"
"Jasper","Jasper","30.9221","-93.9947","United States","US","USA","Texas","","7804.0","1840019560"
"Grand Ledge","Grand Ledge","42.7534","-84.7448","United States","US","USA","Michigan","","7802","1840003109"
"Ashland","Ashland","37.7597","-77.4716","United States","US","USA","Virginia","","7796","1840006341"
"Breckenridge","Breckenridge","39.4994","-106.0433","United States","US","USA","Colorado","","7791.0","1840021428"
"Oceano","Oceano","35.1019","-120.6090","United States","US","USA","California","","7788","1840019123"
"Milan","Milan","42.0815","-83.6854","United States","US","USA","Michigan","","7787.0","1840003170"
"Fruitvale","Fruitvale","39.0933","-108.4790","United States","US","USA","Colorado","","7785","1840017557"
"Broadview","Broadview","41.8584","-87.8562","United States","US","USA","Illinois","","7781","1840010141"
"Clover","Clover","35.1123","-81.2201","United States","US","USA","South Carolina","","7780.0","1840016478"
"Joshua","Joshua","32.4583","-97.3851","United States","US","USA","Texas","","7778","1840019468"
"Manhattan","Manhattan","41.4274","-87.9802","United States","US","USA","Illinois","","7776","1840011490"
"Winters","Winters","38.5320","-121.9781","United States","US","USA","California","","7775.0","1840021484"
"Butler","Butler","40.9989","-74.3472","United States","US","USA","New Jersey","","7774","1840000947"
"Rockmart","Rockmart","34.0103","-85.0441","United States","US","USA","Georgia","","7772.0","1840014753"
"Ancient Oaks","Ancient Oaks","40.5360","-75.5852","United States","US","USA","Pennsylvania","","7769","1840034845"
"Delta","Delta","38.7560","-108.0771","United States","US","USA","Colorado","","7767.0","1840018820"
"Quarryville","Quarryville","39.8957","-76.1617","United States","US","USA","Pennsylvania","","7761.0","1840003726"
"Orosi","Orosi","36.5434","-119.2903","United States","US","USA","California","","7760","1840019035"
"Quincy","Quincy","47.2347","-119.8522","United States","US","USA","Washington","","7756.0","1840019818"
"Catalina","Catalina","32.4849","-110.8996","United States","US","USA","Arizona","","7751","1840018109"
"Seaford","Seaford","38.6539","-75.6117","United States","US","USA","Delaware","","7750","1840006071"
"Mansfield Center","Mansfield Center","42.0225","-71.2180","United States","US","USA","Massachusetts","","7744","1840073506"
"Emerson","Emerson","40.9748","-74.0239","United States","US","USA","New Jersey","","7739","1840003545"
"Citrus Hills","Citrus Hills","28.8870","-82.4311","United States","US","USA","Florida","","7735","1840028978"
"McGregor","McGregor","26.5611","-81.9134","United States","US","USA","Florida","","7732","1840029055"
"Hampton","Hampton","33.3835","-84.2854","United States","US","USA","Georgia","","7732","1840013751"
"Larose","Larose","29.5669","-90.3751","United States","US","USA","Louisiana","","7732","1840014025"
"Seville","Seville","41.0208","-81.8671","United States","US","USA","Ohio","","7731.0","1840011714"
"Ione","Ione","38.3613","-120.9422","United States","US","USA","California","","7730.0","1840018851"
"Park City","Park City","37.8102","-97.3255","United States","US","USA","Kansas","","7729","1840009870"
"York","York","40.8698","-97.5943","United States","US","USA","Nebraska","","7726.0","1840010328"
"Big Stone Gap","Big Stone Gap","36.8626","-82.7769","United States","US","USA","Virginia","","7725.0","1840006481"
"Clear Lake","Clear Lake","43.1346","-93.3740","United States","US","USA","Iowa","","7723.0","1840000379"
"Norwich","Norwich","42.5333","-75.5227","United States","US","USA","New York","","7722.0","1840000424"
"Oakdale","Oakdale","30.8158","-92.6541","United States","US","USA","Louisiana","","7722.0","1840015012"
"Centerville","Centerville","32.6341","-83.6854","United States","US","USA","Georgia","","7716","1840014884"
"Inwood","Inwood","28.0391","-81.7677","United States","US","USA","Florida","","7708","1840014123"
"Antigo","Antigo","45.1415","-89.1556","United States","US","USA","Wisconsin","","7708.0","1840001565"
"Scotia","Scotia","42.8321","-73.9607","United States","US","USA","New York","","7707","1840004448"
"Round Lake Park","Round Lake Park","42.3308","-88.0749","United States","US","USA","Illinois","","7704","1840011173"
"River Oaks","River Oaks","32.7767","-97.3984","United States","US","USA","Texas","","7703","1840020701"
"West Slope","West Slope","45.4962","-122.7731","United States","US","USA","Oregon","","7698","1840018554"
"Half Moon","Half Moon","34.8298","-77.4591","United States","US","USA","North Carolina","","7696","1840013556"
"Pittston","Pittston","41.3274","-75.7885","United States","US","USA","Pennsylvania","","7694","1840000766"
"Ormond-by-the-Sea","Ormond-by-the-Sea","29.3437","-81.0677","United States","US","USA","Florida","","7692","1840014042"
"Wapato","Wapato","46.4434","-120.4215","United States","US","USA","Washington","","7686.0","1840021153"
"Swainsboro","Swainsboro","32.5866","-82.3345","United States","US","USA","Georgia","","7684.0","1840015787"
"Altoona","Altoona","44.8030","-91.4387","United States","US","USA","Wisconsin","","7680","1840002295"
"Hastings","Hastings","42.6498","-85.2886","United States","US","USA","Michigan","","7673.0","1840003110"
"South Beloit","South Beloit","42.4821","-89.0247","United States","US","USA","Illinois","","7673","1840009131"
"White Oak","White Oak","40.3415","-79.8007","United States","US","USA","Pennsylvania","","7673","1840001277"
"Fairfield","Fairfield","40.8828","-74.3041","United States","US","USA","New Jersey","","7671","1840073255"
"Thomaston","Thomaston","41.6696","-73.0859","United States","US","USA","Connecticut","","7668","1840035622"
"Sebastopol","Sebastopol","38.4000","-122.8277","United States","US","USA","California","","7666","1840021489"
"Rolesville","Rolesville","35.9241","-78.4660","United States","US","USA","North Carolina","","7666","1840017759"
"Estes Park","Estes Park","40.3703","-105.5222","United States","US","USA","Colorado","","7664.0","1840021382"
"South Lockport","South Lockport","43.1377","-78.6864","United States","US","USA","New York","","7654","1840004271"
"Southeast Arcadia","Southeast Arcadia","27.1862","-81.8521","United States","US","USA","Florida","","7653","1840035778"
"Galliano","Galliano","29.4471","-90.3096","United States","US","USA","Louisiana","","7650","1840014023"
"West Concord","West Concord","42.4518","-71.4035","United States","US","USA","Massachusetts","","7646","1840003133"
"Pomona","Pomona","39.4687","-74.5501","United States","US","USA","New Jersey","","7645","1840005596"
"Hales Corners","Hales Corners","42.9410","-88.0491","United States","US","USA","Wisconsin","","7642","1840003040"
"Benton","Benton","38.0110","-88.9179","United States","US","USA","Illinois","","7642.0","1840007543"
"Plaistow","Plaistow","42.8403","-71.0960","United States","US","USA","New Hampshire","","7642","1840055411"
"Gettysburg","Gettysburg","39.8304","-77.2339","United States","US","USA","Pennsylvania","","7633","1840000683"
"Eden Isle","Eden Isle","30.2279","-89.7987","United States","US","USA","Louisiana","","7631","1840031150"
"Grove","Grove","36.5929","-94.7878","United States","US","USA","Oklahoma","","7630.0","1840020369"
"Robinson","Robinson","39.0089","-87.7333","United States","US","USA","Illinois","","7628.0","1840009691"
"Fort Scott","Fort Scott","37.8283","-94.7038","United States","US","USA","Kansas","","7628.0","1840001683"
"Aberdeen","Aberdeen","35.1351","-79.4319","United States","US","USA","North Carolina","","7625","1840015433"
"New Roads","New Roads","30.6959","-91.4537","United States","US","USA","Louisiana","","7623.0","1840015001"
"Creston","Creston","41.0597","-94.3650","United States","US","USA","Iowa","","7622.0","1840000892"
"Auburn","Auburn","34.0157","-83.8319","United States","US","USA","Georgia","","7622","1840013680"
"Sudden Valley","Sudden Valley","48.7199","-122.3468","United States","US","USA","Washington","","7621","1840037740"
"Escalon","Escalon","37.7912","-120.9981","United States","US","USA","California","","7615.0","1840020262"
"Seminole","Seminole","32.7215","-102.6504","United States","US","USA","Texas","","7613.0","1840022061"
"Brighton","Brighton","42.5298","-83.7847","United States","US","USA","Michigan","","7611","1840003099"
"Wilmington Manor","Wilmington Manor","39.6858","-75.5849","United States","US","USA","Delaware","","7608","1840005575"
"Ogden","Ogden","34.2656","-77.7965","United States","US","USA","North Carolina","","7608","1840013633"
"Berlin","Berlin","39.7915","-74.9375","United States","US","USA","New Jersey","","7606","1840001505"
"Devils Lake","Devils Lake","48.1131","-98.8753","United States","US","USA","North Dakota","","7602.0","1840091411"
"Fairfax","Fairfax","37.9884","-122.5950","United States","US","USA","California","","7598","1840021516"
"Carbondale","Carbondale","39.3947","-107.2145","United States","US","USA","Colorado","","7597.0","1840022431"
"Fort Pierce North","Fort Pierce North","27.4736","-80.3594","United States","US","USA","Florida","","7597","1840073834"
"Lamar","Lamar","38.0740","-102.6155","United States","US","USA","Colorado","","7592.0","1840020267"
"Kasson","Kasson","44.0333","-92.7481","United States","US","USA","Minnesota","","7589.0","1840007913"
"Haddon Heights","Haddon Heights","39.8791","-75.0645","United States","US","USA","New Jersey","","7588","1840003779"
"Corona de Tucson","Corona de Tucson","31.9495","-110.7836","United States","US","USA","Arizona","","7583","1840018106"
"Ojai","Ojai","34.4487","-119.2469","United States","US","USA","California","","7582","1840020473"
"Marshall","Marshall","42.2617","-84.9597","United States","US","USA","Michigan","","7582.0","1840003177"
"Marengo","Marengo","42.2312","-88.6153","United States","US","USA","Illinois","","7576.0","1840008084"
"Silvis","Silvis","41.4975","-90.4101","United States","US","USA","Illinois","","7571","1840009232"
"Pinehurst","Pinehurst","42.5334","-71.2340","United States","US","USA","Massachusetts","","7568","1840004521"
"Baltimore Highlands","Baltimore Highlands","39.2355","-76.6367","United States","US","USA","Maryland","","7565","1840024447"
"Aledo","Aledo","32.6974","-97.6070","United States","US","USA","Texas","","7563.0","1840019418"
"Monticello","Monticello","41.6523","-74.6876","United States","US","USA","New York","","7561.0","1840004791"
"Calipatria","Calipatria","33.1493","-115.5056","United States","US","USA","California","","7558","1840019380"
"Evergreen","Evergreen","48.2308","-114.2700","United States","US","USA","Montana","","7552","1840017297"
"Lake Shore","Lake Shore","45.6911","-122.6911","United States","US","USA","Washington","","7550","1840037873"
"Dayton","Dayton","40.3815","-74.5137","United States","US","USA","New Jersey","","7549","1840005414"
"Pulaski","Pulaski","35.1933","-87.0350","United States","US","USA","Tennessee","","7549.0","1840014575"
